wavelength_nm,n,k
1255.0000,2.063691,0.000000
1257.5000,2.063610,0.000000
1260.0000,2.063529,0.000000
1262.5000,2.063449,0.000000
1265.0000,2.063370,0.000000
1267.5000,2.063291,0.000000
1270.0000,2.063212,0.000000
1272.5000,2.063134,0.000000
1275.0000,2.063056,0.000000
1277.5000,2.062979,0.000000
1280.0000,2.062902,0.000000
1282.5000,2.062826,0.000000
1285.0000,2.062750,0.000000
1287.5000,2.062675,0.000000
1290.0000,2.062600,0.000000
1292.5000,2.062526,0.000000
1295.0000,2.062452,0.000000
1297.5000,2.062378,0.000000
1300.0000,2.062305,0.000000
1302.5000,2.062233,0.000000
1305.0000,2.062161,0.000000
1307.5000,2.062089,0.000000
1310.0000,2.062017,0.000000
1312.5000,2.061947,0.000000
1315.0000,2.061876,0.000000
1317.5000,2.061806,0.000000
1320.0000,2.061736,0.000000
1322.5000,2.061667,0.000000
1325.0000,2.061598,0.000000
1327.5000,2.061530,0.000000
1330.0000,2.061462,0.000000
1332.5000,2.061394,0.000000
1335.0000,2.061327,0.000000
1337.5000,2.061260,0.000000
1340.0000,2.061194,0.000000
1342.5000,2.061128,0.000000
1345.0000,2.061062,0.000000
1347.5000,2.060997,0.000000
1350.0000,2.060932,0.000000
1352.5000,2.060867,0.000000
1355.0000,2.060803,0.000000
1357.5000,2.060739,0.000000
1360.0000,2.060676,0.000000
1362.5000,2.060612,0.000000
1365.0000,2.060550,0.000000
1367.5000,2.060487,0.000000
1370.0000,2.060425,0.000000
1372.5000,2.060364,0.000000
1375.0000,2.060302,0.000000
1377.5000,2.060241,0.000000
1380.0000,2.060181,0.000000
1382.5000,2.060120,0.000000
1385.0000,2.060061,0.000000
1387.5000,2.060001,0.000000
1390.0000,2.059942,0.000000
1392.5000,2.059883,0.000000
1395.0000,2.059824,0.000000
1397.5000,2.059766,0.000000
1400.0000,2.059708,0.000000
1402.5000,2.059650,0.000000
1405.0000,2.059592,0.000000
1407.5000,2.059536,0.000000
1410.0000,2.059479,0.000000
1412.5000,2.059422,0.000000
1415.0000,2.059366,0.000000
1417.5000,2.059310,0.000000
1420.0000,2.059255,0.000000
1422.5000,2.059200,0.000000
1425.0000,2.059145,0.000000
1427.5000,2.059090,0.000000
1430.0000,2.059036,0.000000
1432.5000,2.058982,0.000000
1435.0000,2.058928,0.000000
1437.5000,2.058875,0.000000
1440.0000,2.058822,0.000000
1442.5000,2.058769,0.000000
1445.0000,2.058716,0.000000
1447.5000,2.058664,0.000000
1450.0000,2.058612,0.000000
1452.5000,2.058560,0.000000
1455.0000,2.058509,0.000000
1457.5000,2.058458,0.000000
1460.0000,2.058407,0.000000
1462.5000,2.058356,0.000000
1465.0000,2.058306,0.000000
1467.5000,2.058256,0.000000
1470.0000,2.058206,0.000000
1472.5000,2.058156,0.000000
1475.0000,2.058107,0.000000
1477.5000,2.058058,0.000000
1480.0000,2.058009,0.000000
1482.5000,2.057961,0.000000
1485.0000,2.057912,0.000000
1487.5000,2.057864,0.000000
1490.0000,2.057816,0.000000
1492.5000,2.057769,0.000000
1495.0000,2.057721,0.000000
1497.5000,2.057674,0.000000
